sample,image,class_id,class_name,confidence,xmin,ymin,xmax,ymax
3491B_240506-155911,band_026_1137nm.png,0,staphylococcus,0.9486346244812012,122.51583099365234,0.0,320.0,290.6930847167969
3491B_240506-155911,band_027_1143nm.png,0,staphylococcus,0.9474377036094666,122.02075958251953,0.0,320.0,290.6775207519531
3491B_240506-155911,band_028_1150nm.png,0,staphylococcus,0.9492217898368835,121.69280242919922,0.0,320.0,290.6563720703125
3491B_240506-155911,band_029_1156nm.png,0,staphylococcus,0.950253963470459,121.2723159790039,0.0,320.0,290.655029296875
3491B_240506-155911,band_030_1162nm.png,0,staphylococcus,0.9517709016799927,120.86769104003906,0.0,320.0,290.62017822265625
3491B_240506-155911,band_031_1169nm.png,0,staphylococcus,0.9512977004051208,120.68614959716797,0.0,320.0,290.4671325683594
3491B_240506-155911,band_032_1175nm.png,0,staphylococcus,0.9474011659622192,121.26175689697266,0.0,320.0,290.5179443359375
3491B_240506-155911,band_033_1181nm.png,0,staphylococcus,0.9483910799026489,121.52362060546875,0.0,320.0,290.5131530761719
3491B_240506-155911,band_034_1188nm.png,0,staphylococcus,0.9495422840118408,121.87557983398438,0.0,320.0,290.59442138671875
3491B_240506-155911,band_035_1194nm.png,0,staphylococcus,0.9464516043663025,122.6289291381836,0.0,320.0,290.7590637207031
3491B_240506-155911,band_036_1200nm.png,0,staphylococcus,0.9376102685928345,122.92205810546875,0.0,320.0,290.5423583984375
3491B_240506-155911,band_037_1207nm.png,0,staphylococcus,0.9506359100341797,120.67977905273438,0.0,320.0,290.5774841308594
3491B_240506-155911,band_038_1213nm.png,0,staphylococcus,0.929898202419281,120.249755859375,0.0,320.0,290.3548583984375
3491B_240506-155911,band_039_1219nm.png,0,staphylococcus,0.9503191709518433,121.37702941894531,0.0,320.0,290.56805419921875
3491B_240506-155911,band_040_1226nm.png,0,staphylococcus,0.9512935280799866,122.09308624267578,0.0,320.0,290.7421569824219
3491B_240506-155911,band_041_1232nm.png,0,staphylococcus,0.9493034482002258,123.46630859375,0.0,320.0,290.69647216796875
3491B_240506-155911,band_042_1238nm.png,0,staphylococcus,0.9413567781448364,114.69554901123047,0.0,320.0,290.78753662109375
3491B_240506-155911,band_043_1245nm.png,0,staphylococcus,0.9421001076698303,111.90155029296875,0.0,320.0,290.7700500488281
3491B_240506-155911,band_043_1245nm.png,0,staphylococcus,0.6031816601753235,0.31002044677734375,0.0,317.48309326171875,291.0
3491B_240506-155911,band_044_1251nm.png,0,staphylococcus,0.9532471299171448,111.5666275024414,0.0,320.0,290.9128723144531
3491B_240506-155911,band_045_1257nm.png,0,staphylococcus,0.9493151307106018,122.5687026977539,0.0,320.0,290.8602294921875
3491B_240506-155911,band_046_1264nm.png,0,staphylococcus,0.9450591802597046,123.11030578613281,0.0,320.0,290.88763427734375
3491B_240506-155911,band_046_1264nm.png,0,staphylococcus,0.5011793375015259,0.0,5.512866973876953,317.9123840332031,291.0
3491B_240506-155911,band_047_1270nm.png,0,staphylococcus,0.9457551836967468,121.3139419555664,0.0,320.0,290.81488037109375
3491B_240506-155911,band_047_1270nm.png,0,staphylococcus,0.6987053751945496,0.32470703125,0.0,318.0399475097656,291.0
3491B_240506-155911,band_048_1276nm.png,0,staphylococcus,0.9496522545814514,122.5886459350586,0.0,320.0,290.65966796875
3491B_240506-155911,band_049_1283nm.png,0,staphylococcus,0.9474369883537292,124.79782104492188,0.0,320.0,290.72393798828125
3491B_240506-155911,band_050_1289nm.png,0,staphylococcus,0.9386388659477234,125.99090576171875,0.0,320.0,290.6552734375
3491B_240506-155911,band_050_1289nm.png,0,staphylococcus,0.8177279829978943,0.2634239196777344,0.0,317.90435791015625,291.0
3491B_240506-155911,band_051_1295nm.png,0,staphylococcus,0.9436947107315063,126.12914276123047,0.0,320.0,290.4747314453125
3491B_240506-155911,band_051_1295nm.png,0,staphylococcus,0.5123270750045776,0.2746772766113281,0.0,315.9253234863281,291.0
3491B_240506-155911,band_052_1301nm.png,0,staphylococcus,0.9468403458595276,124.17205810546875,0.0,320.0,290.5233154296875
3491B_240506-155911,band_053_1308nm.png,0,staphylococcus,0.9469932317733765,122.75623321533203,0.0,320.0,290.6726379394531
3491B_240506-155911,band_054_1314nm.png,0,staphylococcus,0.9480361938476562,124.47501373291016,0.0,320.0,290.7806701660156
3491B_240506-155911,band_055_1320nm.png,0,staphylococcus,0.9508203864097595,121.78397369384766,0.0,320.0,290.70751953125
3491B_240506-155911,band_056_1327nm.png,0,staphylococcus,0.9401652812957764,123.61888122558594,0.0,320.0,290.6240539550781
3491B_240506-155911,band_056_1327nm.png,0,staphylococcus,0.8020792603492737,0.3140068054199219,0.0,317.91424560546875,291.0
3491B_240506-155911,band_057_1333nm.png,0,staphylococcus,0.9441908597946167,125.86009979248047,0.0,320.0,290.5478515625
3491B_240506-155911,band_058_1339nm.png,0,staphylococcus,0.9455338716506958,125.89439392089844,0.0,320.0,290.5054931640625
3491B_240506-155911,band_058_1339nm.png,0,staphylococcus,0.6191607713699341,0.3158378601074219,0.0,316.958984375,291.0
3491B_240506-155911,band_059_1346nm.png,0,staphylococcus,0.9448873400688171,124.1054916381836,0.0,320.0,290.6048889160156
3491B_240506-155911,band_059_1346nm.png,0,staphylococcus,0.5689807534217834,0.33374786376953125,0.0,316.9629211425781,291.0
3491B_240506-155911,band_060_1352nm.png,0,staphylococcus,0.950454831123352,123.8555908203125,0.0,320.0,290.64794921875
3491B_240506-155911,band_061_1358nm.png,0,staphylococcus,0.9557692408561707,120.96416473388672,0.0,320.0,290.8084716796875
3491B_240506-155911,band_062_1365nm.png,0,staphylococcus,0.9544895887374878,120.17317962646484,0.0,320.0,290.6534729003906
3491B_240506-155911,band_063_1371nm.png,0,staphylococcus,0.9504802823066711,125.20404815673828,0.0,320.0,290.6165771484375
3491B_240506-155911,band_064_1377nm.png,0,staphylococcus,0.9292731285095215,124.78130340576172,0.0,319.81549072265625,290.6353759765625
3491B_240506-155911,band_064_1377nm.png,0,staphylococcus,0.9046251773834229,0.29521942138671875,0.0,317.86175537109375,291.0
3491B_240506-155911,band_065_1384nm.png,0,staphylococcus,0.9295278787612915,127.9623794555664,0.0,320.0,290.7325134277344
3491B_240506-155911,band_065_1384nm.png,0,staphylococcus,0.8368889093399048,0.2117156982421875,0.0,317.7679443359375,291.0
3491B_240506-155911,band_066_1390nm.png,0,staphylococcus,0.937626838684082,128.29296875,0.0,320.0,290.721435546875
3491B_240506-155911,band_066_1390nm.png,0,staphylococcus,0.7568056583404541,0.2541351318359375,0.0,317.6983642578125,291.0
3491B_240506-155911,band_067_1396nm.png,0,staphylococcus,0.940733790397644,125.33000946044922,0.0,320.0,290.731689453125
3491B_240506-155911,band_067_1396nm.png,0,staphylococcus,0.7926889061927795,0.2838325500488281,0.0,318.22869873046875,291.0
3491B_240506-155911,band_068_1402nm.png,0,staphylococcus,0.9368366599082947,123.22883605957031,0.0,320.0,290.7197570800781
3491B_240506-155911,band_068_1402nm.png,0,staphylococcus,0.846897542476654,0.2483367919921875,0.0,318.305419921875,291.0
3491B_240506-155911,band_069_1409nm.png,0,staphylococcus,0.9387583136558533,122.77845764160156,0.0,319.9561767578125,290.53302001953125
3491B_240506-155911,band_069_1409nm.png,0,staphylococcus,0.8643007874488831,0.2870368957519531,0.0,318.2650146484375,291.0
3491B_240506-155911,band_070_1415nm.png,0,staphylococcus,0.9465770125389099,124.09309387207031,0.0,320.0,290.650634765625
3491B_240506-155911,band_070_1415nm.png,0,staphylococcus,0.7185807824134827,0.2799797058105469,0.0,317.985107421875,291.0
3491B_240506-155911,band_071_1421nm.png,0,staphylococcus,0.9454314112663269,121.75814819335938,0.0,320.0,290.5664367675781
3491B_240506-155911,band_071_1421nm.png,0,staphylococcus,0.7439486384391785,0.3073883056640625,0.0,317.83319091796875,291.0
3491B_240506-155911,band_072_1428nm.png,0,staphylococcus,0.9394462704658508,123.519287109375,0.0,319.8521423339844,290.38165283203125
3491B_240506-155911,band_072_1428nm.png,0,staphylococcus,0.7924172282218933,0.2812385559082031,0.0,317.4497375488281,291.0
3491B_240506-155911,band_073_1434nm.png,0,staphylococcus,0.9445944428443909,122.98886108398438,0.0,319.9444885253906,290.6062316894531
3491B_240506-155911,band_073_1434nm.png,0,staphylococcus,0.7081940174102783,0.2733612060546875,0.0,317.6913146972656,291.0
3491B_240506-155911,band_074_1440nm.png,0,staphylococcus,0.9423384070396423,122.62630462646484,0.0,319.4964599609375,290.6558837890625
3491B_240506-155911,band_074_1440nm.png,0,staphylococcus,0.7740542888641357,0.33657073974609375,0.0,317.47607421875,291.0
3491B_240506-155911,band_075_1447nm.png,0,staphylococcus,0.9408056735992432,123.85558319091797,0.0,319.9220275878906,290.5766296386719
3491B_240506-155911,band_075_1447nm.png,0,staphylococcus,0.9007076025009155,0.3466224670410156,0.0,318.6227722167969,291.0
3491B_240506-155911,band_076_1453nm.png,0,staphylococcus,0.941430926322937,124.97352600097656,0.0,320.0,290.6490783691406
3491B_240506-155911,band_076_1453nm.png,0,staphylococcus,0.8754909634590149,0.29392242431640625,0.0,318.5577087402344,291.0
3491B_240506-155911,band_077_1459nm.png,0,staphylococcus,0.9084656238555908,122.9112319946289,0.0,318.78900146484375,290.7583312988281
3491B_240506-155911,band_077_1459nm.png,0,staphylococcus,0.8685111403465271,0.3626441955566406,0.0,317.42413330078125,291.0
3491B_240506-155911,band_078_1466nm.png,0,staphylococcus,0.9588444828987122,87.16987609863281,0.0,319.563720703125,291.0
3491B_240506-155911,band_079_1472nm.png,0,staphylococcus,0.9591235518455505,81.9173812866211,0.0,319.7392578125,291.0
3491B_240506-155911,band_080_1478nm.png,0,staphylococcus,0.9229321479797363,109.01797485351562,0.0,319.42547607421875,291.0
3491B_240506-155911,band_081_1484nm.png,0,staphylococcus,0.9262598156929016,124.61593627929688,0.0,320.0,290.64459228515625
3491B_240506-155911,band_081_1484nm.png,0,staphylococcus,0.9185351729393005,0.2654838562011719,0.0,319.0907287597656,291.0
3491B_240506-155911,band_082_1491nm.png,0,staphylococcus,0.92376708984375,124.01695251464844,0.0,320.0,290.69891357421875
3491B_240506-155911,band_082_1491nm.png,0,staphylococcus,0.8894706964492798,0.323028564453125,0.0,318.32550048828125,291.0
3491B_240506-155911,band_083_1497nm.png,0,staphylococcus,0.9305280447006226,122.77782440185547,0.0,320.0,290.7666320800781
3491B_240506-155911,band_083_1497nm.png,0,staphylococcus,0.8685351610183716,0.2959251403808594,0.0,318.2674560546875,291.0
3491B_240506-155911,band_084_1503nm.png,0,staphylococcus,0.924310564994812,123.63758087158203,0.0,319.6602783203125,290.90130615234375
3491B_240506-155911,band_084_1503nm.png,0,staphylococcus,0.8861227631568909,0.18720626831054688,0.0,317.9163513183594,291.0
3491B_240506-155911,band_085_1510nm.png,0,staphylococcus,0.9237284660339355,123.23402404785156,0.0,319.986572265625,290.9466857910156
3491B_240506-155911,band_085_1510nm.png,0,staphylococcus,0.8835778832435608,0.19166946411132812,0.0,318.3107604980469,291.0
3491B_240506-155911,band_086_1516nm.png,0,staphylococcus,0.9096084833145142,124.71603393554688,0.0,320.0,290.89227294921875
3491B_240506-155911,band_086_1516nm.png,0,staphylococcus,0.8905860185623169,0.14644622802734375,0.0,318.598388671875,291.0
3491B_240506-155911,band_087_1522nm.png,0,staphylococcus,0.9162558317184448,0.14863967895507812,0.0,317.780029296875,291.0
3491B_240506-155911,band_087_1522nm.png,0,staphylococcus,0.8718761205673218,125.7237548828125,0.0,319.25616455078125,290.82293701171875
3491B_240506-155911,band_088_1529nm.png,0,staphylococcus,0.9040205478668213,0.0975799560546875,0.0,317.6702880859375,291.0
3491B_240506-155911,band_088_1529nm.png,0,staphylococcus,0.8656453490257263,123.43074798583984,0.0,319.0491943359375,290.8968200683594
3491B_240506-155911,band_089_1535nm.png,0,staphylococcus,0.9163441061973572,126.44397735595703,0.0,319.866943359375,291.0
3491B_240506-155911,band_089_1535nm.png,0,staphylococcus,0.9064728617668152,0.1039886474609375,0.0,318.67584228515625,291.0
3491B_240506-155911,band_090_1541nm.png,0,staphylococcus,0.9343036413192749,126.89138793945312,0.0,319.90380859375,290.9504699707031
3491B_240506-155911,band_090_1541nm.png,0,staphylococcus,0.892005980014801,0.244140625,0.0,318.3615417480469,291.0
3491B_240506-155911,band_091_1547nm.png,0,staphylococcus,0.9272966384887695,125.4696273803711,0.0,319.4533996582031,290.5916748046875
3491B_240506-155911,band_091_1547nm.png,0,staphylococcus,0.91449373960495,0.23572921752929688,0.0,318.01416015625,291.0
3491B_240506-155911,band_092_1554nm.png,0,staphylococcus,0.933006763458252,0.2713203430175781,0.0,318.0407409667969,291.0
3491B_240506-155911,band_092_1554nm.png,0,staphylococcus,0.8990452289581299,123.29824829101562,0.0,319.16302490234375,290.5792236328125
3491B_240506-155911,band_093_1560nm.png,0,staphylococcus,0.9143857955932617,0.20288467407226562,0.0,317.8094177246094,291.0
3491B_240506-155911,band_093_1560nm.png,0,staphylococcus,0.9119408130645752,122.51625061035156,0.0,319.5372009277344,290.59075927734375
3491B_240506-155911,band_094_1566nm.png,0,staphylococcus,0.9225784540176392,123.60983276367188,0.0,319.69927978515625,290.8699951171875
3491B_240506-155911,band_094_1566nm.png,0,staphylococcus,0.8793204426765442,0.230560302734375,0.0,317.7533264160156,291.0
3491B_240506-155911,band_095_1573nm.png,0,staphylococcus,0.9390855431556702,0.23008346557617188,0.0,318.6907043457031,291.0
3491B_240506-155911,band_095_1573nm.png,0,staphylococcus,0.811047375202179,127.21752166748047,0.0,319.826904296875,290.8900146484375
3491B_240506-155911,band_096_1579nm.png,0,staphylococcus,0.9190079569816589,0.2028656005859375,0.0,318.5694580078125,291.0
3491B_240506-155911,band_096_1579nm.png,0,staphylococcus,0.9135870337486267,125.87684631347656,0.0,320.0,290.8275451660156
3491B_240506-155911,band_097_1585nm.png,0,staphylococcus,0.9212402105331421,123.49136352539062,0.0,320.0,290.7568054199219
3491B_240506-155911,band_097_1585nm.png,0,staphylococcus,0.9090925455093384,0.25054931640625,0.0,319.1572570800781,291.0
3491B_240506-155911,band_098_1592nm.png,0,staphylococcus,0.900702953338623,121.53858184814453,0.0,319.8067626953125,290.80902099609375
3491B_240506-155911,band_098_1592nm.png,0,staphylococcus,0.8937650322914124,0.16300201416015625,0.0,318.69415283203125,291.0
3491B_240506-155911,band_099_1598nm.png,0,staphylococcus,0.9186040759086609,122.86590576171875,0.0,319.572509765625,290.93121337890625
3491B_240506-155911,band_099_1598nm.png,0,staphylococcus,0.903984785079956,0.21104812622070312,0.0,318.29522705078125,291.0
3491B_240506-155911,band_100_1604nm.png,0,staphylococcus,0.9270961284637451,0.20168304443359375,0.0,318.5245361328125,291.0
3491B_240506-155911,band_100_1604nm.png,0,staphylococcus,0.9061248898506165,125.20965576171875,0.0,319.7156066894531,290.80810546875
3491B_240506-155911,band_101_1610nm.png,0,staphylococcus,0.9205132722854614,0.13990402221679688,0.0,318.0242004394531,291.0
3491B_240506-155911,band_101_1610nm.png,0,staphylococcus,0.8729806542396545,129.15499877929688,0.0,319.6614990234375,290.7594909667969
3491B_240506-155911,band_102_1617nm.png,0,staphylococcus,0.9396635890007019,0.19344329833984375,0.0,317.27398681640625,291.0
3491B_240506-155911,band_102_1617nm.png,0,staphylococcus,0.754753053188324,126.44490051269531,0.0,318.39617919921875,290.6103820800781
3491B_240506-155911,band_103_1623nm.png,0,staphylococcus,0.9418615698814392,0.18800735473632812,0.0,317.2808532714844,291.0
3491B_240506-155911,band_103_1623nm.png,0,staphylococcus,0.7592707276344299,127.94879913330078,0.0,318.645751953125,290.5852355957031
3491B_240506-155911,band_104_1629nm.png,0,staphylococcus,0.9419730305671692,0.24578094482421875,0.0,318.2950439453125,291.0
3491B_240506-155911,band_104_1629nm.png,0,staphylococcus,0.8455561399459839,125.38661193847656,0.0,319.4713134765625,291.0
3491B_240506-155911,band_105_1636nm.png,0,staphylococcus,0.9275758266448975,0.20904541015625,0.0,318.20050048828125,291.0
3491B_240506-155911,band_105_1636nm.png,0,staphylococcus,0.9073808193206787,124.38630676269531,0.0,319.3428955078125,290.8558349609375
3491B_240506-155911,band_106_1642nm.png,0,staphylococcus,0.9295507669448853,123.99421691894531,0.0,320.0,290.6955261230469
3491B_240506-155911,band_106_1642nm.png,0,staphylococcus,0.8956737518310547,0.21205902099609375,0.0,318.7369079589844,291.0
3491B_240506-155911,band_107_1648nm.png,0,staphylococcus,0.9231866002082825,124.97382354736328,0.0,319.69781494140625,290.6527099609375
3491B_240506-155911,band_107_1648nm.png,0,staphylococcus,0.8950825333595276,0.20822525024414062,0.0,318.341552734375,291.0
3491B_240506-155911,band_108_1654nm.png,0,staphylococcus,0.9195722937583923,0.20414352416992188,0.0,318.77825927734375,291.0
3491B_240506-155911,band_108_1654nm.png,0,staphylococcus,0.9178738594055176,124.32907104492188,0.0,319.57183837890625,290.7560729980469
3491B_240506-155911,band_109_1661nm.png,0,staphylococcus,0.9216936826705933,0.2562141418457031,0.0,318.7001953125,291.0
3491B_240506-155911,band_109_1661nm.png,0,staphylococcus,0.9174210429191589,124.60372924804688,0.0,319.6392517089844,290.90142822265625
3491B_240506-155911,band_110_1667nm.png,0,staphylococcus,0.9333060383796692,123.29505920410156,0.0,319.80560302734375,290.7408447265625
3491B_240506-155911,band_110_1667nm.png,0,staphylococcus,0.8825138807296753,0.2502250671386719,0.0,318.203857421875,291.0
3491B_240506-155911,band_111_1673nm.png,0,staphylococcus,0.9274037480354309,0.20929336547851562,0.0,318.01287841796875,291.0
3491B_240506-155911,band_111_1673nm.png,0,staphylococcus,0.8718032836914062,122.14405059814453,0.0,319.2545166015625,290.7454528808594
3491B_240506-155911,band_112_1680nm.png,0,staphylococcus,0.9414877891540527,0.12105941772460938,0.0,317.875,291.0
3491B_240506-155911,band_112_1680nm.png,0,staphylococcus,0.7971311211585999,127.63695526123047,0.0,318.66845703125,290.6581726074219
3491B_240506-155911,band_113_1686nm.png,0,staphylococcus,0.9374417066574097,0.12708663940429688,0.0,318.69805908203125,291.0
3491B_240506-155911,band_113_1686nm.png,0,staphylococcus,0.8455647826194763,128.39434814453125,0.0,319.8806457519531,290.76434326171875
3491B_240506-155911,band_114_1692nm.png,0,staphylococcus,0.9381406903266907,0.09309768676757812,0.0,318.14837646484375,291.0
3491B_240506-155911,band_114_1692nm.png,0,staphylococcus,0.817082941532135,129.35415649414062,0.0,318.88433837890625,290.8821716308594
3491B_240506-155911,band_115_1699nm.png,0,staphylococcus,0.9320357441902161,0.1992034912109375,0.0,318.21356201171875,291.0
3491B_240506-155911,band_115_1699nm.png,0,staphylococcus,0.8478617072105408,125.17205810546875,0.0,319.2751770019531,290.910888671875
3491B_240506-155911,band_116_1705nm.png,0,staphylococcus,0.9254099726676941,0.14417648315429688,0.0,318.0982666015625,291.0
3491B_240506-155911,band_116_1705nm.png,0,staphylococcus,0.8761411309242249,123.50265502929688,0.0,319.44256591796875,290.8662109375
3491B_240506-155911,band_117_1711nm.png,0,staphylococcus,0.929423987865448,0.1667022705078125,0.0,318.6733703613281,291.0
3491B_240506-155911,band_117_1711nm.png,0,staphylococcus,0.9080764055252075,122.5143814086914,0.0,319.67108154296875,290.79534912109375
3491B_240506-155911,band_118_1717nm.png,0,staphylococcus,0.9196571111679077,0.17965316772460938,0.0,318.16156005859375,291.0
3491B_240506-155911,band_118_1717nm.png,0,staphylococcus,0.8975785970687866,124.16407775878906,0.0,319.4568176269531,290.9170227050781
3491B_240506-155911,band_119_1724nm.png,0,staphylococcus,0.9175137281417847,121.79925537109375,0.0,319.9379577636719,291.0
3491B_240506-155911,band_119_1724nm.png,0,staphylococcus,0.8707789182662964,0.24770736694335938,0.0,318.4624938964844,291.0
3491B_240506-155911,band_120_1730nm.png,0,staphylococcus,0.92396080493927,0.18918991088867188,0.0,319.12042236328125,291.0
3491B_240506-155911,band_120_1730nm.png,0,staphylococcus,0.8980833888053894,124.14119720458984,0.0,320.0,291.0
3491B_240506-155911,band_121_1736nm.png,0,staphylococcus,0.902901828289032,0.12247085571289062,0.0,318.87091064453125,291.0
3491B_240506-155911,band_121_1736nm.png,0,staphylococcus,0.8586294651031494,119.87262725830078,0.0,320.0,291.0
3491B_240506-155911,band_122_1743nm.png,0,staphylococcus,0.94594806432724,0.13006210327148438,0.0,318.9324035644531,291.0
3491B_240506-155911,band_123_1749nm.png,0,staphylococcus,0.9676867127418518,0.0,0.0,318.1203308105469,290.957275390625
3491B_240506-155911,band_124_1755nm.png,0,staphylococcus,0.9690179228782654,0.0,0.0,318.1186218261719,290.7336730957031
3491B_240506-155911,band_125_1761nm.png,0,staphylococcus,0.9643173217773438,0.0,0.0,318.85211181640625,290.61041259765625
3491B_240506-155911,band_126_1768nm.png,0,staphylococcus,0.9405765533447266,0.25585174560546875,0.0,318.87139892578125,291.0
3491B_240506-155911,band_126_1768nm.png,0,staphylococcus,0.8459471464157104,125.85323333740234,0.0,320.0,290.7502746582031
3491B_240506-155911,band_127_1774nm.png,0,staphylococcus,0.9457603693008423,0.192108154296875,0.0,318.064208984375,291.0
3491B_240506-155911,band_127_1774nm.png,0,staphylococcus,0.6576808094978333,126.18646240234375,0.0,318.6331787109375,290.9402770996094
3491B_240506-155911,band_128_1780nm.png,0,staphylococcus,0.8999195098876953,148.15956115722656,0.0,320.0,291.0
3491B_240506-155911,band_128_1780nm.png,0,staphylococcus,0.5908268094062805,0.063018798828125,0.0,271.1407775878906,291.0
3491B_240506-155911,band_129_1787nm.png,0,staphylococcus,0.9467374682426453,0.0,0.0,306.12933349609375,291.0
3491B_240506-155911,band_129_1787nm.png,0,staphylococcus,0.5121963620185852,144.8580780029297,0.0,303.7353515625,291.0
3491B_240506-155911,band_130_1793nm.png,0,staphylococcus,0.8889354467391968,147.56863403320312,0.0,319.41729736328125,290.5445861816406
3491B_240506-155911,band_130_1793nm.png,0,staphylococcus,0.8802784085273743,0.0,0.0,309.07879638671875,291.0
3491B_240506-155911,band_131_1799nm.png,0,staphylococcus,0.9301891922950745,0.24631500244140625,0.0,313.1312255859375,291.0
3491B_240506-155911,band_131_1799nm.png,0,staphylococcus,0.8581684827804565,122.00035858154297,0.0,314.902587890625,290.9434509277344
3491B_240506-155911,band_132_1805nm.png,0,staphylococcus,0.9136640429496765,0.2405548095703125,0.0,314.15899658203125,291.0
3491B_240506-155911,band_132_1805nm.png,0,staphylococcus,0.8916900753974915,122.83267974853516,0.0,316.8045349121094,290.6733703613281
3491B_240506-155911,band_133_1812nm.png,0,staphylococcus,0.9315652251243591,123.27200317382812,0.0,319.9566955566406,290.6643371582031
